model,base_id,split,arm,layer,readout,family,pair_index,inner_word,outer_word,m_source,m_target,delta,reversal,n_seeds
deepseek-coder-6.7b,base_0052,test,ba,24,jlens,positional,5,second,first,-0.31648972630500793,-0.5246847867965698,-0.2081950604915619,0.0,1
deepseek-coder-6.7b,base_0052,test,ba,24,jlens,positional,6,new,original,1.3065884113311768,1.3431901931762695,0.03660178184509277,1.0,1
deepseek-coder-6.7b,base_0052,test,ba,24,jlens,action,7,replaced,kept,0.7290239334106445,1.2133733034133911,0.4843493700027466,1.0,1
deepseek-coder-6.7b,base_0052,test,ba,24,jlens,action,8,changed,unchanged,0.8789358139038086,0.30105388164520264,-0.577881932258606,0.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,scope,0,local,global,-1.031728744506836,-0.546225905418396,0.48550283908843994,1.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,scope,1,inner,outer,0.12453985214233398,0.020062804222106934,-0.10447704792022705,0.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,scope,2,inside,outside,0.31294119358062744,0.44055402278900146,0.12761282920837402,1.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,scope,3,nested,module,-0.006356716156005859,0.4566642642021179,0.4630209803581238,1.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,positional,4,later,earlier,0.30299150943756104,0.26043790578842163,-0.042553603649139404,0.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,positional,5,second,first,-0.11992436647415161,-0.41641008853912354,-0.2964857220649719,0.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,positional,6,new,original,1.4918792247772217,1.2567517757415771,-0.23512744903564453,0.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,action,7,replaced,kept,0.8234411478042603,0.5213295221328735,-0.3021116256713867,0.0,1
deepseek-coder-6.7b,base_0053,calib,ba,24,jlens,action,8,changed,unchanged,0.8753928542137146,-0.059527575969696045,-0.9349204301834106,0.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,scope,0,local,global,-1.2495958805084229,0.08115363121032715,1.33074951171875,1.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,scope,1,inner,outer,-0.5295015573501587,-0.43394219875335693,0.09555935859680176,1.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,scope,2,inside,outside,-0.28327393531799316,-0.08844947814941406,0.1948244571685791,1.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,scope,3,nested,module,-1.0161361694335938,0.2535984516143799,1.2697346210479736,1.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,positional,4,later,earlier,0.9568291306495667,0.7748171091079712,-0.18201202154159546,0.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,positional,5,second,first,-0.772209644317627,-1.1600795984268188,-0.3878699541091919,0.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,positional,6,new,original,1.1600838899612427,0.794181764125824,-0.3659021258354187,0.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,action,7,replaced,kept,1.217081069946289,1.1623144149780273,-0.05476665496826172,0.0,1
deepseek-coder-6.7b,base_0054,test,ba,24,jlens,action,8,changed,unchanged,1.371819019317627,0.4681659936904907,-0.9036530256271362,0.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,scope,0,local,global,-0.18742156028747559,0.06489682197570801,0.2523183822631836,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,scope,1,inner,outer,-0.3348658084869385,0.12984073162078857,0.46470654010772705,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,scope,2,inside,outside,0.42671167850494385,0.8789193630218506,0.45220768451690674,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,scope,3,nested,module,0.4174083471298218,0.7410995960235596,0.3236912488937378,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,positional,4,later,earlier,0.7787953019142151,1.0816478729248047,0.3028525710105896,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,positional,5,second,first,-0.6621418595314026,-0.4618881940841675,0.2002536654472351,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,positional,6,new,original,1.6134693622589111,1.2884314060211182,-0.32503795623779297,0.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,action,7,replaced,kept,0.4435397982597351,0.6170369386672974,0.17349714040756226,1.0,1
deepseek-coder-6.7b,base_0055,calib,ba,24,jlens,action,8,changed,unchanged,0.6237227916717529,0.38294732570648193,-0.240775465965271,0.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,scope,0,local,global,-0.6625025272369385,-0.13893771171569824,0.5235648155212402,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,scope,1,inner,outer,-0.04965174198150635,0.3568878173828125,0.40653955936431885,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,scope,2,inside,outside,0.8428906202316284,0.9468441009521484,0.10395348072052002,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,scope,3,nested,module,-0.2795213460922241,0.7184770703315735,0.9979984164237976,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,positional,4,later,earlier,-0.20433524250984192,0.22191667556762695,0.42625191807746887,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,positional,5,second,first,-0.2082207202911377,-0.6728350520133972,-0.4646143317222595,0.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,positional,6,new,original,1.2126621007919312,1.291163444519043,0.07850134372711182,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,action,7,replaced,kept,0.6557860970497131,1.0759549140930176,0.42016881704330444,1.0,1
deepseek-coder-6.7b,base_0056,test,ba,24,jlens,action,8,changed,unchanged,0.7118539810180664,0.27130115032196045,-0.44055283069610596,0.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,scope,0,local,global,-0.2415158748626709,0.005951046943664551,0.24746692180633545,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,scope,1,inner,outer,0.5870619416236877,0.5687029361724854,-0.018359005451202393,0.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,scope,2,inside,outside,0.5308113098144531,0.969200074672699,0.43838876485824585,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,scope,3,nested,module,0.08710789680480957,0.8914144039154053,0.8043065071105957,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,positional,4,later,earlier,-0.43501269817352295,0.26075777411460876,0.6957705020904541,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,positional,5,second,first,-0.6255002617835999,-0.27785223722457886,0.347648024559021,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,positional,6,new,original,1.6488211154937744,1.8926286697387695,0.24380755424499512,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,action,7,replaced,kept,0.611495316028595,0.7950913906097412,0.18359607458114624,1.0,1
deepseek-coder-6.7b,base_0057,test,ba,24,jlens,action,8,changed,unchanged,0.891115128993988,0.2595348358154297,-0.6315802931785583,0.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,scope,0,local,global,-0.6978957653045654,-0.6497935056686401,0.04810225963592529,1.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,scope,1,inner,outer,0.10400974750518799,-0.025378704071044922,-0.1293884515762329,0.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,scope,2,inside,outside,0.2870837450027466,0.45583105087280273,0.16874730587005615,1.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,scope,3,nested,module,-0.2838602066040039,0.3836047649383545,0.6674649715423584,1.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,positional,4,later,earlier,0.3280983567237854,0.2389904260635376,-0.0891079306602478,0.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,positional,5,second,first,-0.22438815236091614,-0.5207421779632568,-0.2963540256023407,0.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,positional,6,new,original,1.4216406345367432,1.4560606479644775,0.034420013427734375,1.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,action,7,replaced,kept,0.7362284064292908,0.6220465898513794,-0.11418181657791138,0.0,1
deepseek-coder-6.7b,base_0058,test,ba,24,jlens,action,8,changed,unchanged,0.20793312788009644,-0.22250616550445557,-0.430439293384552,0.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,scope,0,local,global,-0.8052184581756592,-0.24065423011779785,0.5645642280578613,1.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,scope,1,inner,outer,-0.10036027431488037,-0.13041901588439941,-0.030058741569519043,0.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,scope,2,inside,outside,0.3233550786972046,0.45440673828125,0.1310516595840454,1.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,scope,3,nested,module,0.15536713600158691,1.0696977376937866,0.9143306016921997,1.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,positional,4,later,earlier,0.4084906280040741,0.3636545240879059,-0.04483610391616821,0.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,positional,5,second,first,-0.31380584836006165,-0.1800667941570282,0.13373905420303345,1.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,positional,6,new,original,1.454309344291687,1.073011875152588,-0.3812974691390991,0.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,action,7,replaced,kept,1.0598300695419312,0.8226255178451538,-0.23720455169677734,0.0,1
deepseek-coder-6.7b,base_0059,calib,ba,24,jlens,action,8,changed,unchanged,1.3620330095291138,0.48339778184890747,-0.8786352276802063,0.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,scope,0,local,global,-1.053537130355835,-0.4568471908569336,0.5966899394989014,1.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,scope,1,inner,outer,-0.07088971138000488,0.019099950790405273,0.08998966217041016,1.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,scope,2,inside,outside,0.505097508430481,0.6078556776046753,0.10275816917419434,1.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,scope,3,nested,module,0.09559023380279541,0.9704266786575317,0.8748364448547363,1.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,positional,4,later,earlier,0.20529216527938843,0.21179860830307007,0.006506443023681641,1.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,positional,5,second,first,-0.45643627643585205,-0.2505803108215332,0.20585596561431885,1.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,positional,6,new,original,1.4645147323608398,1.2443311214447021,-0.2201836109161377,0.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,action,7,replaced,kept,1.2525612115859985,0.9493211507797241,-0.3032400608062744,0.0,1
deepseek-coder-6.7b,base_0060,test,ba,24,jlens,action,8,changed,unchanged,1.3001306056976318,0.4155973196029663,-0.8845332860946655,0.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,scope,0,local,global,-1.4371607303619385,-0.37726354598999023,1.0598971843719482,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,scope,1,inner,outer,-0.7442343235015869,-0.4344336986541748,0.3098006248474121,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,scope,2,inside,outside,0.0034728050231933594,0.09937405586242676,0.0959012508392334,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,scope,3,nested,module,0.5366606116294861,1.3622510433197021,0.8255904316902161,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,positional,4,later,earlier,-0.38703858852386475,0.23035138845443726,0.617389976978302,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,positional,5,second,first,-0.6093966364860535,-0.8044673204421997,-0.19507068395614624,0.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,positional,6,new,original,0.8177711963653564,1.1960716247558594,0.37830042839050293,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,action,7,replaced,kept,0.17807406187057495,0.5150224566459656,0.3369483947753906,1.0,1
deepseek-coder-6.7b,base_0061,test,ba,24,jlens,action,8,changed,unchanged,0.532658576965332,0.00813215970993042,-0.5245264172554016,0.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,scope,0,local,global,-0.06301045417785645,0.23068761825561523,0.2936980724334717,1.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,scope,1,inner,outer,-0.05181849002838135,0.1127387285232544,0.16455721855163574,1.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,scope,2,inside,outside,0.42916274070739746,0.5862785577774048,0.15711581707000732,1.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,scope,3,nested,module,-0.18232035636901855,0.6258615255355835,0.808181881904602,1.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,positional,4,later,earlier,0.49648943543434143,0.9669918417930603,0.47050240635871887,1.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,positional,5,second,first,-0.43554365634918213,-0.6478570699691772,-0.21231341361999512,0.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,positional,6,new,original,1.6683032512664795,1.6084052324295044,-0.0598980188369751,0.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,action,7,replaced,kept,0.5107765793800354,0.7605160474777222,0.24973946809768677,1.0,1
deepseek-coder-6.7b,base_0062,test,ba,24,jlens,action,8,changed,unchanged,0.6479845643043518,0.42378222942352295,-0.22420233488082886,0.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,scope,0,local,global,-1.4644124507904053,-0.26671302318573,1.1976994276046753,1.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,scope,1,inner,outer,-0.06940841674804688,-0.06371665000915527,0.0056917667388916016,1.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,scope,2,inside,outside,0.34610772132873535,0.6325551271438599,0.2864474058151245,1.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,scope,3,nested,module,0.5653495788574219,1.0431485176086426,0.4777989387512207,1.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,positional,4,later,earlier,0.21594850718975067,0.6692956686019897,0.4533471465110779,1.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,positional,5,second,first,-0.0995250791311264,-0.3714516758918762,-0.2719265818595886,0.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,positional,6,new,original,1.8193179368972778,1.605642557144165,-0.2136753797531128,0.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,action,7,replaced,kept,0.6361271142959595,1.091888666152954,0.45576155185699463,1.0,1
deepseek-coder-6.7b,base_0063,test,ba,24,jlens,action,8,changed,unchanged,0.8157320618629456,0.09165966510772705,-0.7240723967552185,0.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,scope,0,local,global,-0.7000553607940674,0.03284311294555664,0.732898473739624,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,scope,1,inner,outer,-0.47203826904296875,-0.4181140661239624,0.05392420291900635,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,scope,2,inside,outside,0.0024242401123046875,0.5433248281478882,0.5409005880355835,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,scope,3,nested,module,-0.5544120073318481,0.4423890709877014,0.9968010783195496,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,positional,4,later,earlier,0.16598911583423615,0.7669793367385864,0.6009902358055115,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,positional,5,second,first,-0.25299668312072754,-0.6942399740219116,-0.4412432909011841,0.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,positional,6,new,original,1.4382586479187012,1.4415775537490845,0.0033189058303833008,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,action,7,replaced,kept,0.8593714833259583,1.5056805610656738,0.6463090777397156,1.0,1
deepseek-coder-6.7b,base_0064,calib,ba,24,jlens,action,8,changed,unchanged,0.5764980912208557,-0.004052281379699707,-0.5805503726005554,0.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,scope,0,local,global,-0.7500065565109253,-0.03652989864349365,0.7134766578674316,1.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,scope,1,inner,outer,0.2930183410644531,0.15070009231567383,-0.1423182487487793,0.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,scope,2,inside,outside,0.6139446496963501,0.6505050659179688,0.03656041622161865,1.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,scope,3,nested,module,0.2553727626800537,1.0982310771942139,0.8428583145141602,1.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,positional,4,later,earlier,-0.3754816949367523,-0.23891234397888184,0.13656935095787048,1.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,positional,5,second,first,-0.358571857213974,-0.9815258383750916,-0.6229540109634399,0.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,positional,6,new,original,2.1487512588500977,1.371002197265625,-0.7777490615844727,0.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,action,7,replaced,kept,-0.04691654443740845,0.35963958501815796,0.4065561294555664,1.0,1
deepseek-coder-6.7b,base_0065,calib,ba,24,jlens,action,8,changed,unchanged,0.6384061574935913,0.039002180099487305,-0.599403977394104,0.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,scope,0,local,global,-0.9804861545562744,-0.26693272590637207,0.7135534286499023,1.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,scope,1,inner,outer,-0.016637682914733887,-0.25543320178985596,-0.23879551887512207,0.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,scope,2,inside,outside,-0.03523087501525879,0.15464651584625244,0.18987739086151123,1.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,scope,3,nested,module,0.17368340492248535,0.597263753414154,0.4235803484916687,1.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,positional,4,later,earlier,-0.1442497968673706,-0.11138409376144409,0.032865703105926514,1.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,positional,5,second,first,-0.027660369873046875,-0.4438541531562805,-0.41619378328323364,0.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,positional,6,new,original,1.4407845735549927,1.159269094467163,-0.2815154790878296,0.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,action,7,replaced,kept,0.6582897901535034,0.7984440326690674,0.14015424251556396,1.0,1
deepseek-coder-6.7b,base_0066,calib,ba,24,jlens,action,8,changed,unchanged,0.22371119260787964,0.5416156053543091,0.31790441274642944,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,scope,0,local,global,-0.06282210350036621,0.010939836502075195,0.0737619400024414,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,scope,1,inner,outer,-0.19371211528778076,0.1870288848876953,0.3807410001754761,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,scope,2,inside,outside,0.6084299087524414,0.9294393062591553,0.32100939750671387,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,scope,3,nested,module,-0.05297577381134033,0.6640748977661133,0.7170506715774536,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,positional,4,later,earlier,0.3715975880622864,1.1629836559295654,0.791386067867279,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,positional,5,second,first,-0.5553532838821411,-0.4831137955188751,0.07223948836326599,1.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,positional,6,new,original,1.3561713695526123,1.3428516387939453,-0.013319730758666992,0.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,action,7,replaced,kept,0.586479902267456,0.5822362899780273,-0.004243612289428711,0.0,1
deepseek-coder-6.7b,base_0067,test,ba,24,jlens,action,8,changed,unchanged,0.8802676200866699,0.45558464527130127,-0.42468297481536865,0.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,scope,0,local,global,-1.0273966789245605,-0.44706296920776367,0.5803337097167969,1.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,scope,1,inner,outer,-0.0248870849609375,0.5107135772705078,0.5356006622314453,1.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,scope,2,inside,outside,0.7541842460632324,1.248924732208252,0.49474048614501953,1.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,scope,3,nested,module,-0.23611986637115479,0.7502030730247498,0.9863229393959045,1.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,positional,4,later,earlier,-0.05568377673625946,0.26698052883148193,0.3226643204689026,1.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,positional,5,second,first,-0.3353296220302582,-0.6053145527839661,-0.2699849307537079,0.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,positional,6,new,original,1.5473666191101074,1.2064381837844849,-0.34092843532562256,0.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,action,7,replaced,kept,0.8043882846832275,1.0318431854248047,0.22745490074157715,1.0,1
deepseek-coder-6.7b,base_0068,calib,ba,24,jlens,action,8,changed,unchanged,0.5425688028335571,0.2016066312789917,-0.34096217155456543,0.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,scope,0,local,global,-1.9785792827606201,-0.6551222801208496,1.3234570026397705,1.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,scope,1,inner,outer,-0.0351787805557251,-0.41453874111175537,-0.3793599605560303,0.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,scope,2,inside,outside,0.32904863357543945,0.37921375036239624,0.05016511678695679,1.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,scope,3,nested,module,-0.21094167232513428,0.7041574120521545,0.9150990843772888,1.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,positional,4,later,earlier,-0.008859410881996155,0.21936440467834473,0.22822381556034088,1.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,positional,5,second,first,0.007135696709156036,-0.28482723236083984,-0.2919629216194153,0.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,positional,6,new,original,1.496293306350708,1.3190762996673584,-0.1772170066833496,0.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,action,7,replaced,kept,0.28946369886398315,0.8554036617279053,0.5659399628639221,1.0,1
deepseek-coder-6.7b,base_0069,calib,ba,24,jlens,action,8,changed,unchanged,0.9693013429641724,0.3456648588180542,-0.6236364841461182,0.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,scope,0,local,global,-0.7933861017227173,-0.004482269287109375,0.7889038324356079,1.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,scope,1,inner,outer,0.18793809413909912,0.2763643264770508,0.08842623233795166,1.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,scope,2,inside,outside,0.7083051800727844,0.7830660939216614,0.07476091384887695,1.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,scope,3,nested,module,0.3491678237915039,1.1489289999008179,0.799761176109314,1.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,positional,4,later,earlier,-0.564408540725708,-0.03256332874298096,0.531845211982727,1.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,positional,5,second,first,-0.6987755298614502,-0.6600931882858276,0.03868234157562256,1.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,positional,6,new,original,1.8724054098129272,1.3114877939224243,-0.5609176158905029,0.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,action,7,replaced,kept,0.4656146168708801,0.16860400140285492,-0.297010600566864,0.0,1
deepseek-coder-6.7b,base_0070,test,ba,24,jlens,action,8,changed,unchanged,0.6259361505508423,0.09487056732177734,-0.5310655832290649,0.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,scope,0,local,global,-1.1067476272583008,-0.9683575630187988,0.13839006423950195,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,scope,1,inner,outer,-0.10547828674316406,0.1162102222442627,0.22168850898742676,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,scope,2,inside,outside,0.47028493881225586,0.6942342519760132,0.22394931316375732,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,scope,3,nested,module,1.013574242591858,1.264803409576416,0.2512291669845581,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,positional,4,later,earlier,0.27139073610305786,-0.11705917119979858,-0.38844990730285645,0.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,positional,5,second,first,-0.6466915607452393,-0.6213605999946594,0.025330960750579834,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,positional,6,new,original,1.6044236421585083,1.716457486152649,0.11203384399414062,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,action,7,replaced,kept,0.516478419303894,0.694511353969574,0.17803293466567993,1.0,1
deepseek-coder-6.7b,base_0071,test,ba,24,jlens,action,8,changed,unchanged,0.20703232288360596,0.15121185779571533,-0.055820465087890625,0.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,scope,0,local,global,-0.728285551071167,0.026305198669433594,0.7545907497406006,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,scope,1,inner,outer,-0.6626954078674316,-0.4580496549606323,0.20464575290679932,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,scope,2,inside,outside,-0.032779693603515625,0.5186299085617065,0.5514096021652222,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,scope,3,nested,module,-0.7583958506584167,0.6465250849723816,1.4049209356307983,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,positional,4,later,earlier,-0.10354208946228027,0.7605392932891846,0.8640813827514648,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,positional,5,second,first,-0.11447644233703613,-0.6017336845397949,-0.4872572422027588,0.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,positional,6,new,original,1.5454027652740479,1.5998504161834717,0.05444765090942383,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,action,7,replaced,kept,0.791857123374939,1.5936471223831177,0.8017899990081787,1.0,1
deepseek-coder-6.7b,base_0072,calib,ba,24,jlens,action,8,changed,unchanged,0.5257014036178589,-0.033203125,-0.5589045286178589,0.0,1
deepseek-coder-6.7b,base_0073,test,ba,24,jlens,scope,0,local,global,-1.0086021423339844,-0.367234468460083,0.6413676738739014,1.0,1
deepseek-coder-6.7b,base_0073,test,ba,24,jlens,scope,1,inner,outer,0.3779168128967285,-0.033278584480285645,-0.41119539737701416,0.0,1
deepseek-coder-6.7b,base_0073,test,ba,24,jlens,scope,2,inside,outside,0.21407592296600342,0.3537168502807617,0.1396409273147583,1.0,1
deepseek-coder-6.7b,base_0073,test,ba,24,jlens,scope,3,nested,module,0.29549503326416016,0.635603666305542,0.34010863304138184,1.0,1
deepseek-coder-6.7b,base_0073,test,ba,24,jlens,positional,4,later,earlier,0.045695096254348755,0.334928035736084,0.28923293948173523,1.0,1
