base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,clean_logit_diff_unbatched,clean_path_shift,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0003,test,ba,source,def_source,noop,6,0,3,2,-3.5625,-3.5625,0.0,-3.5625,0.0,0,0,1,0,0.0,0.0,22.788603930622436,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,def_target,whole_state,6,3072,3,2,-3.5625,-3.21875,0.34375,-3.5625,0.0,0,0,1,0,0.3286607040029904,7.1145125259821596,21.646982554742614,3072,False,"H0,H1,H2",False,
base_0003,test,ba,source,def_target,noop,6,0,3,2,-3.5625,-3.5625,0.0,-3.5625,0.0,0,0,1,0,0.0,0.0,21.646982554742614,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,mutation,whole_state,6,3072,3,2,-3.59375,-1.9999998807907104,1.5937501192092896,-3.5625,-0.03125,0,0,1,0,0.6761847902035805,14.248186588785174,21.071439043305663,3072,False,"H0,H1,H2",False,
base_0003,test,ba,source,mutation,noop,6,0,3,2,-3.5625,-3.5625,0.0,-3.5625,0.0,0,0,1,0,0.0,0.0,21.071439043305663,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,use,whole_state,6,3072,3,2,-3.5625,-1.09375,2.46875,-3.5625,0.0,0,0,1,0,0.7591048383974022,15.426010558043906,20.3213176596408,3072,False,"H0,H1,H2",False,
base_0003,test,ba,source,use,noop,6,0,3,2,-3.5625,-3.5625,0.0,-3.5625,0.0,0,0,1,0,0.0,0.0,20.3213176596408,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,def_source,whole_state,6,3072,2,3,-1.34375,-1.34375,0.0,-1.34375,0.0,0,0,1,0,0.0,0.0,22.788603930622436,3072,True,"H0,H1,H2",False,
base_0003,test,ba,target,def_source,noop,6,0,2,3,-1.34375,-1.34375,0.0,-1.34375,0.0,0,0,1,0,0.0,0.0,22.788603930622436,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,def_target,whole_state,6,3072,2,3,-1.34375,-1.3125,0.03125,-1.34375,0.0,0,0,1,0,0.3243096222294728,7.1145125259821596,21.937408076495867,3072,False,"H0,H1,H2",False,
base_0003,test,ba,target,def_target,noop,6,0,2,3,-1.34375,-1.34375,0.0,-1.34375,0.0,0,0,1,0,0.0,0.0,21.937408076495867,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,mutation,whole_state,6,3072,2,3,-1.3125,-0.625,0.6875,-1.34375,0.03125,0,0,1,0,0.7067054584529665,14.248186588785174,20.161421449857723,3072,False,"H0,H1,H2",False,
base_0003,test,ba,target,mutation,noop,6,0,2,3,-1.34375,-1.34375,0.0,-1.34375,0.0,0,0,1,0,0.0,0.0,20.161421449857723,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,use,whole_state,6,3072,2,3,-1.3125,1.5625,2.875,-1.34375,0.03125,1,1,0,0,0.7334756014230558,15.426010558043906,21.031388812545458,3072,False,"H0,H1,H2",False,
base_0003,test,ba,target,use,noop,6,0,2,3,-1.34375,-1.34375,0.0,-1.34375,0.0,0,0,1,0,0.0,0.0,21.031388812545458,0,True,"H0,H1,H2",False,
