model,item_id,family,pair_id,arm,read,lens,layer,position,target_in_prompt,rank,distractor_rank,margin,n_target_ids
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,13,27,False,4548,9777,1.125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,14,27,False,325,26,-1.75,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,15,27,False,224,590,0.6875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,16,27,False,233,2,-3.03125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,17,27,False,695,33,-2.318359375,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,18,27,False,332,30,-1.57421875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,19,27,False,274,38,-1.265625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,20,27,False,719,145,-1.08203125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,21,27,False,440,13,-3.9453125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,22,27,False,1126,15,-4.4473876953125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,23,27,False,1436,19,-5.1767578125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,24,27,False,1623,27,-4.8095703125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,25,27,False,919,61,-3.650390625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,26,27,False,1962,57,-4.40234375,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,27,27,False,790,91,-2.0,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,r-lens,28,27,False,281,150,-0.625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,0,27,False,9637,1089,-2.607421875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,1,27,False,16731,4311,-2.0,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,2,27,False,11140,6127,-0.875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,3,27,False,10773,8226,-0.40625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,4,27,False,13522,16267,0.3515625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,5,27,False,3787,14193,1.8984375,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,6,27,False,7077,18997,1.7265625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,7,27,False,6023,18225,1.8984375,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,8,27,False,4324,17361,2.2109375,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,9,27,False,4965,11745,1.234375,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,10,27,False,940,3911,1.578125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,11,27,False,3682,7565,0.96875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,12,27,False,8591,7707,-0.15625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,13,27,False,2315,1122,-0.71875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,14,27,False,1794,804,-0.703125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,15,27,False,1335,1567,0.140625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,16,27,False,8440,3497,-1.1015625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,17,27,False,2148,2070,-0.03125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,18,27,False,791,2093,0.8125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,19,27,False,286,605,0.53125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,20,27,False,1854,873,-0.6640625,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,21,27,False,3604,28,-4.21875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,22,27,False,2933,20,-4.76171875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,23,27,False,2237,20,-4.5,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,24,27,False,1695,26,-4.1328125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,25,27,False,721,33,-2.953125,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,26,27,False,584,70,-2.046875,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,27,27,False,235,73,-1.25,4
starcoder2-3b,scopeword-4-inner,scopeword,scopeword-4,inner,use,logit-lens,28,27,False,281,150,-0.625,4
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,0,27,True,22151,14995,-0.8349609375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,1,27,True,5731,4787,-0.21875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,2,27,True,3104,4014,0.296875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,3,27,True,1115,3146,1.078125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,4,27,True,738,1941,0.9765625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,5,27,True,874,1693,0.6796875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,6,27,True,901,1574,0.546875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,7,27,True,935,3220,1.21875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,8,27,True,702,3014,1.421875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,9,27,True,1225,7410,1.96875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,10,27,True,1222,6124,1.6640625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,11,27,True,844,6186,1.984375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,12,27,True,874,9256,2.541015625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,13,27,True,447,3690,1.96875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,14,27,True,487,2490,1.5078125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,15,27,True,648,2924,1.33984375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,16,27,True,377,2900,1.78125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,17,27,True,191,1528,1.66796875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,18,27,True,659,3526,1.25439453125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,19,27,True,1048,4647,1.224609375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,20,27,True,3073,12196,1.4189453125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,21,27,True,2288,11598,1.72265625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,22,27,True,1815,13707,2.18359375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,23,27,True,1588,13301,2.357421875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,24,27,True,1656,9633,1.96533203125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,25,27,True,2071,10617,1.83203125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,26,27,True,2992,11419,1.521484375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,27,27,True,7473,22298,1.509765625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,j-lens,28,27,True,331,2334,1.71875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,0,27,True,33454,31265,-0.27734375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,1,27,True,31976,32231,0.03515625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,2,27,True,7817,6017,-0.40625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,3,27,True,20244,20539,0.0390625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,4,27,True,6571,5556,-0.265625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,5,27,True,23544,25461,0.2265625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,6,27,True,10693,8456,-0.390625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,7,27,True,22489,23311,0.1015625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,8,27,True,9574,9477,-0.015625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,9,27,True,20521,22173,0.203125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,10,27,True,9504,9940,0.078125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,11,27,True,12754,15742,0.421875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,12,27,True,25470,30307,0.57421875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,13,27,True,14775,19382,0.58984375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,14,27,True,1818,4757,1.03515625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,15,27,True,4219,9791,0.947265625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,16,27,True,1593,8454,1.681640625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,17,27,True,644,4135,1.55078125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,18,27,True,710,4340,1.474609375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,19,27,True,2478,10356,1.416015625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,20,27,True,6013,15443,1.12109375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,21,27,True,4666,15895,1.5,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,22,27,True,2443,17420,2.1640625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,23,27,True,1561,12905,2.2491455078125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,24,27,True,2141,11202,1.88671875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,25,27,True,567,4227,1.9775390625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,26,27,True,1414,6771,1.646484375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,27,27,True,2961,16469,1.91796875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,r-lens,28,27,True,331,2334,1.71875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,0,27,True,1685,155,-2.15625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,1,27,True,29469,11447,-1.9951171875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,2,27,True,14650,17382,0.3203125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,3,27,True,6619,8073,0.265625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,4,27,True,4648,14447,1.65625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,5,27,True,5762,9802,0.7265625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,6,27,True,16564,21332,0.55078125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,7,27,True,4215,12887,1.59765625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,8,27,True,3229,6415,0.8515625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,9,27,True,1354,2576,0.65625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,10,27,True,4284,5085,0.21875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,11,27,True,3479,10510,1.4375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,12,27,True,6938,15757,1.2890625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,13,27,True,622,7120,2.5,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,14,27,True,1712,10588,2.1171875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,15,27,True,3870,14896,1.7734375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,16,27,True,3816,14207,1.703125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,17,27,True,1841,12885,2.20703125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,18,27,True,8202,17641,1.06494140625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,19,27,True,1666,4789,0.9921875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,20,27,True,4708,11234,1.046875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,21,27,True,12202,16915,0.50390625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,22,27,True,3413,11589,1.384765625,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,23,27,True,1775,8662,1.49609375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,24,27,True,1787,7257,1.45703125,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,25,27,True,6092,15196,1.1552734375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,26,27,True,5566,14006,1.2109375,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,27,27,True,1375,8093,1.763671875,1
starcoder2-3b,binding-4-outer-use,binding,binding-4,outer,use,logit-lens,28,27,True,331,2334,1.71875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,0,29,True,15196,12840,-0.2734375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,1,29,True,20330,17428,-0.3046875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,2,29,True,33252,25851,-0.783203125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,3,29,True,11895,11534,-0.048828125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,4,29,True,8563,8532,-0.006591796875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,5,29,True,9318,10317,0.142578125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,6,29,True,10069,8993,-0.169921875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,7,29,True,14696,12106,-0.3310546875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,8,29,True,8365,5216,-0.576171875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,9,29,True,9033,8579,-0.06640625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,10,29,True,5682,4190,-0.34765625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,11,29,True,4638,4258,-0.09375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,12,29,True,7574,5659,-0.373046875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,13,29,True,3038,2359,-0.2431640625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,14,29,True,5164,3462,-0.4560546875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,15,29,True,5907,3458,-0.583984375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,16,29,True,10120,4720,-0.870269775390625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,17,29,True,5313,2392,-0.759765625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,18,29,True,9872,4408,-0.7890625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,19,29,True,10803,4513,-0.9375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,20,29,True,14962,4948,-1.3134765625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,21,29,True,4543,2309,-0.64453125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,22,29,True,1736,1876,0.07421875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,23,29,True,1021,898,-0.140625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,24,29,True,685,582,-0.1484375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,25,29,True,548,548,0.0,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,26,29,True,633,660,0.0625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,27,29,True,978,1146,0.15625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,j-lens,28,29,True,436,630,0.46875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,0,29,True,34893,32789,-0.291015625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,1,29,True,31250,33900,0.34375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,2,29,True,4539,6144,0.4375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,3,29,True,29804,28506,-0.16015625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,4,29,True,6793,6721,-0.015625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,5,29,True,25490,26770,0.15625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,6,29,True,6985,7276,0.0625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,7,29,True,20347,21114,0.09375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,8,29,True,8533,9034,0.09375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,9,29,True,19118,20042,0.125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,10,29,True,8595,9170,0.109375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,11,29,True,24178,25286,0.12890625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,12,29,True,27297,28006,0.0859375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,13,29,True,17640,17982,0.046875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,14,29,True,6672,6408,-0.0625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,15,29,True,10072,10551,0.0625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,16,29,True,6097,7048,0.1640625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,17,29,True,4820,5604,0.140625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,18,29,True,4927,4842,-0.015625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,19,29,True,9493,7107,-0.3203125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,20,29,True,18391,7602,-1.150390625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,21,29,True,7462,3096,-0.9130859375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,22,29,True,3142,2766,-0.1142578125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,23,29,True,1238,950,-0.25390625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,24,29,True,1463,1068,-0.31640625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,25,29,True,300,423,0.3984375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,26,29,True,393,710,0.75,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,27,29,True,687,1407,0.78125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,r-lens,28,29,True,436,630,0.46875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,0,29,True,527,2255,1.5,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,1,29,True,17529,16125,-0.16796875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,2,29,True,6364,11898,0.9296875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,3,29,True,754,6615,2.4296875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,4,29,True,2927,7515,1.1953125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,5,29,True,1239,4322,1.390625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,6,29,True,6787,7052,0.0546875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,7,29,True,12269,4224,-1.4921875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,8,29,True,17854,6432,-1.65625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,9,29,True,11046,3161,-1.62890625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,10,29,True,18123,4696,-2.01171875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,11,29,True,13123,6942,-0.9296875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,12,29,True,21277,6030,-2.060546875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,13,29,True,2476,1590,-0.453125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,14,29,True,14876,6174,-1.2890625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,15,29,True,29439,14654,-1.57421875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,16,29,True,18733,7047,-1.490234375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,17,29,True,16433,7044,-1.23828125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,18,29,True,28227,9989,-1.8671875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,19,29,True,30665,14689,-1.53515625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,20,29,True,22427,10812,-1.2421875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,21,29,True,8952,4017,-0.828125,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,22,29,True,4389,4927,0.1171875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,23,29,True,1963,1963,0.0,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,24,29,True,1123,1768,0.421875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,25,29,True,2598,2645,0.015625,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,26,29,True,1738,2759,0.421875,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,27,29,True,1959,2171,0.109375,1
starcoder2-3b,binding-4-outer-post_use,binding,binding-4,outer,post_use,logit-lens,28,29,True,436,630,0.46875,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,0,31,True,27597,19428,-0.89453125,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,1,31,True,9804,10269,0.0625,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,2,31,True,14512,16252,0.185546875,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,3,31,True,7105,11459,0.615234375,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,4,31,True,3080,5704,0.6640625,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,5,31,True,7354,9932,0.4033203125,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,6,31,True,6405,10413,0.6611328125,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,7,31,True,2570,6538,1.08203125,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,8,31,True,2067,8481,1.62890625,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,9,31,True,6884,9833,0.484375,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,10,31,True,2433,4502,0.6484375,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,11,31,True,4202,8891,0.88671875,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,12,31,True,1327,4305,1.265625,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,13,31,True,775,3718,1.5625,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,14,31,True,1386,3175,0.796875,1
starcoder2-3b,binding-4-outer-call,binding,binding-4,outer,call,j-lens,15,31,True,1316,2944,0.8125,1
