model,lens,basis,arm,layer,site,condition,n_candidates,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm
starcoder2-3b,logit,frozen_pool,same_label_unsafe,0,sink_arg,clean_heldout,196,72,0.24491622207026234,0.013888888888888888,-0.012342560356971692,0.04144578363741696,8.821335413460256,0
starcoder2-3b,logit,frozen_pool,same_label_safe,0,sink_arg,clean_heldout,196,72,0.24304374651172442,0.013888888888888888,-0.012808281511961589,0.035475346026565345,8.932030166051268,0
starcoder2-3b,logit,frozen_pool,main,0,last_token,clean_heldout,196,72,0.20775043249002303,0.013888888888888888,0.001385224177354899,0.12351062238349503,0.6284379316356422,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,0,last_token,clean_heldout,196,72,0.47945156979597253,0.013888888888888888,-0.013556800771275891,0.022811773653402194,4.384727637131188,0
starcoder2-3b,logit,frozen_pool,same_label_safe,0,last_token,clean_heldout,196,72,0.4617449843154968,0.013888888888888888,-0.013412288889853461,0.02574649081277446,4.413877759281153,0
starcoder2-3b,logit,frozen_pool,main,3,sink_arg,clean_heldout,196,72,0.15190247101811755,0.013888888888888888,0.020780828756353256,0.18542139850520523,7.226163126061329,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,3,sink_arg,clean_heldout,196,72,0.2558833284436538,0.013888888888888888,-0.012741572504070054,0.036390694821582914,11.034898326914222,0
starcoder2-3b,logit,frozen_pool,same_label_safe,3,sink_arg,clean_heldout,196,72,0.22307557703571873,0.013888888888888888,-0.013471618009160923,0.02458407381641122,11.33242618326451,0
starcoder2-3b,logit,frozen_pool,main,3,last_token,clean_heldout,196,72,0.16874123911901315,0.013888888888888888,-0.0008089879171106313,0.11441650630512827,1.0036627039695498,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,3,last_token,clean_heldout,196,72,0.3827694607514041,0.013888888888888888,-0.013223008745648555,0.029146750118760285,5.913313504516198,0
starcoder2-3b,logit,frozen_pool,same_label_safe,3,last_token,clean_heldout,196,72,0.37733298921867653,0.013888888888888888,-0.01328955129283414,0.02799847669685104,5.977537534434071,0
starcoder2-3b,logit,frozen_pool,main,7,sink_arg,clean_heldout,196,72,0.21130884651630993,0.013888888888888888,0.0905251650251031,0.3211802608432062,7.1737067900049185,0
