model,condition,obf_level,obf_name,site,features,layer,condition_kind,condition_order,arm,relative_depth,breakdown,cell,accuracy,ci_lo,ci_hi,n,n_bases,n_pos,n_neg,pos_frac,frac_predicted_unsafe,acc_unsafe,acc_safe,false_negative_rate,false_positive_rate,pairs_same_label,delta_clean,delta_previous,delta_atomic
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,11,atomic,11,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.9444444444444444,0.9444444444444444,0.05555555555555555,0.05555555555555558,0.9444444444444444,1.0,-0.4722222222222222,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333337,0.9166666666666666,1.0,-0.5,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.9583333333333334,0.9583333333333334,0.041666666666666664,0.04166666666666663,0.9583333333333334,1.0,-0.4375,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.9583333333333334,0.9583333333333334,0.041666666666666664,0.04166666666666663,0.9583333333333334,1.0,-0.47916666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.7777777777777778,1.0,-0.41666666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,11,atomic,12,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4375,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.47916666666666663,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.41666666666666663,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,11,atomic,13,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4375,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.47916666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.41666666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,,
starcoder2-3b,flatten_only,14,flatten_only,last_token,hidden,11,atomic,14,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4375,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.47916666666666663,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.41666666666666663,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,last_token,hidden,11,cumulative,21,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.9583333333333334,0.9583333333333334,0.041666666666666664,0.04166666666666663,0.9583333333333334,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333337,0.9166666666666666,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.9583333333333334,0.9583333333333334,0.041666666666666664,0.04166666666666663,0.9583333333333334,1.0,-0.4375,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.47916666666666663,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.41666666666666663,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.9444444444444444,0.9444444444444444,0.05555555555555555,0.05555555555555558,0.9444444444444444,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,last_token,hidden,11,cumulative,22,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.11111111111111116,0.8888888888888888,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.9722222222222222,0.9722222222222222,0.027777777777777776,0.02777777777777779,0.9722222222222222,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333337,0.9166666666666666,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4375,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.47916666666666663,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.41666666666666663,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,last_token,hidden,11,cumulative,23,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.11111111111111116,0.8888888888888888,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,all,all,0.5,0.5,0.5,144,72,72,72,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4375,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.47916666666666663,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.41666666666666663,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,last_token,hidden,11,cumulative,24,hidden_state,0.3793,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,0.0,0.0
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,all,all,0.9861111111111112,0.9652777777777778,1.0,144,72,72,72,0.5,0.5,0.9861111111111112,0.9861111111111112,0.01388888888888884,0.01388888888888884,0.027777777777777776,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,family,dynamic_exec,0.9791666666666666,0.9375,1.0,48,24,24,24,0.5,0.4791666666666667,0.9583333333333334,1.0,0.04166666666666663,0.0,0.041666666666666664,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,family,sql_exec,0.9791666666666666,0.9375,1.0,48,24,24,24,0.5,0.5208333333333334,1.0,0.9583333333333334,0.0,0.04166666666666663,0.041666666666666664,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,structure,assign_chain,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.4722222222222222,0.9444444444444444,1.0,0.05555555555555558,0.0,0.05555555555555555,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,last_token,hidden,15,clean,-1,hidden_state,0.5172,structure,helper,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.5277777777777778,1.0,0.9444444444444444,0.0,0.05555555555555558,0.05555555555555555,0.0,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,all,all,0.6319444444444444,0.5763888888888888,0.6805555555555556,144,72,72,72,0.5,0.8680555555555556,1.0,0.2638888888888889,0.0,0.7361111111111112,0.7361111111111112,-0.35416666666666674,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,family,command_exec,0.5833333333333334,0.5208333333333334,0.6666666666666666,48,24,24,24,0.5,0.9166666666666666,1.0,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,-0.41666666666666663,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,family,dynamic_exec,0.5208333333333334,0.5,0.5625,48,24,24,24,0.5,0.9791666666666666,1.0,0.041666666666666664,0.0,0.9583333333333334,0.9583333333333334,-0.45833333333333326,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,family,sql_exec,0.7916666666666666,0.7083333333333334,0.875,48,24,24,24,0.5,0.7083333333333334,1.0,0.5833333333333334,0.0,0.41666666666666663,0.4166666666666667,-0.1875,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,structure,assign_chain,0.6388888888888888,0.5277777777777778,0.75,36,18,18,18,0.5,0.8611111111111112,1.0,0.2777777777777778,0.0,0.7222222222222222,0.7222222222222222,-0.33333333333333337,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,structure,branch_merge,0.75,0.6388888888888888,0.8611111111111112,36,18,18,18,0.5,0.75,1.0,0.5,0.0,0.5,0.5,-0.25,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,structure,direct,0.6388888888888888,0.5555555555555556,0.75,36,18,18,18,0.5,0.8611111111111112,1.0,0.2777777777777778,0.0,0.7222222222222222,0.7222222222222222,-0.36111111111111116,,
starcoder2-3b,normalize,0,normalize,last_token,hidden,15,baseline,0,hidden_state,0.5172,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.4722222222222222,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,all,all,0.7083333333333334,0.6527777777777778,0.7638888888888888,144,72,72,72,0.5,0.7361111111111112,0.9444444444444444,0.4722222222222222,0.05555555555555558,0.5277777777777778,0.5833333333333334,-0.2777777777777778,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,family,command_exec,0.6041666666666666,0.5208333333333334,0.6875,48,24,24,24,0.5,0.8958333333333334,1.0,0.20833333333333334,0.0,0.7916666666666666,0.7916666666666666,-0.39583333333333337,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,family,dynamic_exec,0.6458333333333334,0.5625,0.7291666666666666,48,24,24,24,0.5,0.8541666666666666,1.0,0.2916666666666667,0.0,0.7083333333333333,0.7083333333333334,-0.33333333333333326,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,family,sql_exec,0.875,0.7916666666666666,0.9583333333333334,48,24,24,24,0.5,0.4583333333333333,0.8333333333333334,0.9166666666666666,0.16666666666666663,0.08333333333333337,0.25,-0.10416666666666663,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,structure,assign_chain,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.75,0.8333333333333334,0.3333333333333333,0.16666666666666663,0.6666666666666667,0.8333333333333334,-0.38888888888888884,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,structure,branch_merge,0.6944444444444444,0.5833333333333334,0.8055555555555556,36,18,18,18,0.5,0.75,0.9444444444444444,0.4444444444444444,0.05555555555555558,0.5555555555555556,0.6111111111111112,-0.3055555555555556,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,structure,direct,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.6388888888888888,1.0,0.7222222222222222,0.0,0.2777777777777778,0.2777777777777778,-0.13888888888888884,,
starcoder2-3b,rename_only,11,rename_only,last_token,hidden,15,atomic,11,hidden_state,0.5172,structure,helper,0.6944444444444444,0.5833333333333334,0.8055555555555556,36,18,18,18,0.5,0.8055555555555556,1.0,0.3888888888888889,0.0,0.6111111111111112,0.6111111111111112,-0.2777777777777778,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,all,all,0.6805555555555556,0.6317708333333333,0.7361111111111112,144,72,72,72,0.5,0.8194444444444444,1.0,0.3611111111111111,0.0,0.6388888888888888,0.6388888888888888,-0.3055555555555556,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,family,command_exec,0.5833333333333334,0.5208333333333334,0.6666666666666666,48,24,24,24,0.5,0.9166666666666666,1.0,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,-0.41666666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,family,dynamic_exec,0.5625,0.5,0.6458333333333334,48,24,24,24,0.5,0.9375,1.0,0.125,0.0,0.875,0.875,-0.41666666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,family,sql_exec,0.8958333333333334,0.8125,0.9791666666666666,48,24,24,24,0.5,0.6041666666666666,1.0,0.7916666666666666,0.0,0.20833333333333337,0.20833333333333334,-0.08333333333333326,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,structure,assign_chain,0.6944444444444444,0.5833333333333334,0.8055555555555556,36,18,18,18,0.5,0.8055555555555556,1.0,0.3888888888888889,0.0,0.6111111111111112,0.6111111111111112,-0.2777777777777778,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,structure,branch_merge,0.75,0.6388888888888888,0.8611111111111112,36,18,18,18,0.5,0.75,1.0,0.5,0.0,0.5,0.5,-0.25,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,structure,direct,0.6111111111111112,0.5277777777777778,0.7222222222222222,36,18,18,18,0.5,0.8888888888888888,1.0,0.2222222222222222,0.0,0.7777777777777778,0.7777777777777778,-0.38888888888888884,,
starcoder2-3b,opaque_only,12,opaque_only,last_token,hidden,15,atomic,12,hidden_state,0.5172,structure,helper,0.6666666666666666,0.5555555555555556,0.7777777777777778,36,18,18,18,0.5,0.8333333333333334,1.0,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666666,-0.3055555555555556,,
starcoder2-3b,encode_only,13,encode_only,last_token,hidden,15,atomic,13,hidden_state,0.5172,all,all,0.6944444444444444,0.6388888888888888,0.7569444444444444,144,72,72,72,0.5,0.7916666666666666,0.9861111111111112,0.4027777777777778,0.01388888888888884,0.5972222222222222,0.6111111111111112,-0.29166666666666674,,
